,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
134875,256443,0,Cash loans,M,N,Y,0,202500.0,260640.0,25776.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,Rented apartment,0.032561,-18759,-4855,-2056.0,-2132,,1,1,1,1,1,0,Laborers,1.0,1,1,SATURDAY,10,0,0,0,0,0,0,Construction,0.248305915767754,0.6048159413065968,,0.0165,,0.9513,,,,0.069,0.0833,,,,0.0065,,,0.0168,,0.9513,,,,0.069,0.0833,,,,0.0068,,,0.0167,,0.9513,,,,0.069,0.0833,,,,0.0066,,,,specific housing,0.026,"Stone, brick",No,4.0,1.0,4.0,1.0,-1603.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
57553,166697,1,Cash loans,M,N,Y,0,225000.0,284400.0,22599.0,225000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.016612,-23265,-7890,-13216.0,-1721,,1,1,0,1,0,0,,2.0,2,2,TUESDAY,17,0,0,0,0,0,0,Other,0.6651418417376285,0.7505655308427172,,0.0773,0.074,0.9786,0.7076,,0.0,0.1724,0.1667,0.0417,,0.063,0.0612,0.0,0.0306,0.0788,0.0768,0.9786,0.7190000000000001,,0.0,0.1724,0.1667,0.0417,,0.0689,0.0638,0.0,0.0324,0.0781,0.074,0.9786,0.7115,,0.0,0.1724,0.1667,0.0417,,0.0641,0.0623,0.0,0.0312,,block of flats,0.0679,Panel,No,6.0,0.0,6.0,0.0,-776.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
96504,212034,0,Revolving loans,F,N,Y,2,135000.0,180000.0,9000.0,180000.0,Family,Working,Higher education,Married,House / apartment,0.026392,-12943,-1563,-2140.0,-4719,,1,1,1,1,0,0,Laborers,4.0,2,2,TUESDAY,19,0,0,0,0,0,0,Industry: type 9,,0.6795407203778642,0.501075160239048,0.2155,,0.9921,,,0.08,0.069,0.3333,,,,0.1627,,0.0,0.2195,,0.9921,,,0.0806,0.069,0.3333,,,,0.1695,,0.0,0.2176,,0.9921,,,0.08,0.069,0.3333,,,,0.1657,,0.0,,block of flats,0.128,"Stone, brick",No,0.0,0.0,0.0,0.0,-1633.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
33735,139086,0,Revolving loans,F,N,Y,1,54000.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.01885,-9660,-131,-1391.0,-145,,1,1,1,1,1,0,Core staff,2.0,2,2,TUESDAY,17,0,0,0,0,1,1,Bank,0.2899684417981811,0.1558037187522278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
133324,254628,0,Cash loans,F,N,Y,0,225000.0,497520.0,52920.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.011703,-19993,-3700,-3345.0,-3457,,1,1,0,1,1,0,,2.0,2,2,MONDAY,10,0,0,0,0,0,0,Industry: type 11,,0.4693492124965173,0.7503751495159068,0.1443,0.1009,0.995,0.932,0.0225,0.0,0.2414,0.1667,0.2083,0.2435,0.1168,0.1561,0.0039,0.003,0.1429,0.0868,0.995,0.9347,0.0222,0.0,0.2069,0.1667,0.2083,0.1842,0.124,0.1387,0.0039,0.0,0.1457,0.1009,0.995,0.9329,0.0227,0.0,0.2414,0.1667,0.2083,0.2477,0.1189,0.1589,0.0039,0.003,reg oper account,block of flats,0.1622,"Stone, brick",No,0.0,0.0,0.0,0.0,-243.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
301982,449858,0,Cash loans,M,Y,Y,0,135000.0,225000.0,17905.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.015221,-9213,-529,-8386.0,-1885,24.0,1,1,0,1,0,0,Laborers,1.0,2,2,FRIDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.4315353727756235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-348.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
146853,270259,0,Cash loans,F,Y,Y,0,126000.0,301464.0,18571.5,238500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.01885,-22430,365243,-2651.0,-4489,14.0,1,0,0,1,0,0,,2.0,2,2,MONDAY,10,0,0,0,0,0,0,XNA,,0.6976508766934061,0.6690566947824041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,-1842.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
300596,448249,0,Cash loans,F,Y,Y,1,157500.0,1095111.0,58347.0,1035000.0,Family,Commercial associate,Higher education,Civil marriage,House / apartment,0.0105,-13005,-2947,-4657.0,-4844,64.0,1,1,0,1,0,0,Managers,3.0,3,3,FRIDAY,10,0,0,0,0,0,0,Self-employed,0.8311254968309416,0.6775421699479639,0.6940926425266661,0.0361,0.0646,0.9935,,,0.0,0.069,0.1667,,0.0451,,0.0408,,,0.0368,0.0671,0.9935,,,0.0,0.069,0.1667,,0.0461,,0.0426,,,0.0364,0.0646,0.9935,,,0.0,0.069,0.1667,,0.0459,,0.0416,,,,block of flats,0.0321,"Stone, brick",No,2.0,0.0,2.0,0.0,-2466.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
68525,179473,0,Cash loans,F,N,Y,0,135000.0,787131.0,26145.0,679500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.0060079999999999,-9644,-643,-4293.0,-427,,1,1,0,1,0,1,Core staff,2.0,2,2,MONDAY,17,0,0,0,0,0,0,Business Entity Type 3,0.4060140695357353,0.7766826289934854,0.3996756156233169,0.0784,0.0609,0.9826,0.762,0.0117,0.08,0.069,0.3333,0.375,0.1302,0.0639,0.0891,0.0,0.0,0.0798,0.0632,0.9826,0.7713,0.0118,0.0806,0.069,0.3333,0.375,0.1332,0.0698,0.0929,0.0,0.0,0.0791,0.0609,0.9826,0.7652,0.0117,0.08,0.069,0.3333,0.375,0.1325,0.065,0.0907,0.0,0.0,reg oper account,block of flats,0.0765,Panel,No,2.0,0.0,2.0,0.0,-1727.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
241088,379171,0,Cash loans,F,N,N,0,180000.0,381528.0,21901.5,315000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,0.002506,-9642,-2443,-4323.0,-2255,,1,1,1,1,0,0,Core staff,1.0,2,2,THURSDAY,7,0,0,0,1,1,0,Kindergarten,,0.6492673956399448,0.722392890081304,0.0247,,0.9841,,,,0.069,0.125,,,,0.0183,,,0.0252,,0.9841,,,,0.069,0.125,,,,0.019,,,0.025,,0.9841,,,,0.069,0.125,,,,0.0186,,,,block of flats,0.0231,Block,No,0.0,0.0,0.0,0.0,-1140.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
180141,308762,1,Cash loans,M,N,Y,1,198000.0,473161.5,32346.0,405000.0,Unaccompanied,Commercial associate,Incomplete higher,Single / not married,House / apartment,0.007305,-9649,-140,-1407.0,-2342,,1,1,0,1,0,0,Managers,2.0,3,3,SATURDAY,10,0,0,0,0,0,0,Trade: type 3,0.5193560917233789,0.021314114157825,0.0710551246687366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
258555,399218,0,Cash loans,F,N,N,2,54000.0,528687.0,25843.5,436500.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.028663,-10046,-708,-4160.0,-2732,,1,1,1,1,0,0,Sales staff,4.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.5807029103245754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-309.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
189141,319283,0,Cash loans,F,Y,Y,0,103500.0,135000.0,8856.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.022625,-7820,-135,-3465.0,-453,20.0,1,1,1,1,0,0,Core staff,2.0,2,2,TUESDAY,14,0,0,0,0,1,1,Bank,,0.6080309697365297,,0.0577,,0.9851,,,,0.1379,0.1667,,0.0151,,0.0529,,0.0348,0.0588,,0.9851,,,,0.1379,0.1667,,0.0154,,0.0551,,0.0368,0.0583,,0.9851,,,,0.1379,0.1667,,0.0153,,0.0538,,0.0355,,block of flats,0.054,"Stone, brick",No,2.0,0.0,2.0,0.0,-231.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
91971,206803,0,Cash loans,M,Y,N,1,315000.0,550980.0,35343.0,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.0038179999999999,-10364,-1697,-4691.0,-3039,5.0,1,1,0,1,0,1,,3.0,2,2,WEDNESDAY,6,0,0,0,1,1,0,Self-employed,0.7629676511114117,0.4733596191091702,0.5726825047161584,0.0825,0.0953,0.9876,0.83,0.0139,0.0,0.1379,0.1667,0.2083,0.0709,0.0664,0.0873,0.0039,0.0048,0.084,0.0989,0.9876,0.8367,0.014,0.0,0.1379,0.1667,0.2083,0.0725,0.0725,0.091,0.0039,0.005,0.0833,0.0953,0.9876,0.8323,0.0139,0.0,0.1379,0.1667,0.2083,0.0722,0.0676,0.0889,0.0039,0.0049,reg oper account,block of flats,0.0697,Panel,No,1.0,0.0,1.0,0.0,-1554.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
8237,109603,0,Cash loans,F,Y,Y,2,54000.0,225000.0,15034.5,225000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.028663,-12730,-133,-2695.0,-3346,8.0,1,1,0,1,0,0,,4.0,2,2,TUESDAY,12,0,0,0,0,1,1,Business Entity Type 3,0.5808038984436484,0.7052524508386487,0.470456116119975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1821.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
301359,449128,0,Cash loans,F,Y,N,0,135000.0,675000.0,29731.5,675000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.00712,-11616,-825,-167.0,-4262,13.0,1,1,1,1,1,1,High skill tech staff,2.0,2,2,FRIDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.6944970382720658,0.6263694512067858,0.6178261467332483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
4235,104957,0,Cash loans,F,N,Y,0,103500.0,533668.5,23638.5,477000.0,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.0196889999999999,-21479,365243,-6426.0,-4561,,1,0,0,1,1,0,,2.0,2,2,TUESDAY,13,0,0,0,0,0,0,XNA,,0.504129295825268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-61.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
173685,301284,0,Cash loans,M,N,Y,2,270000.0,900000.0,46084.5,900000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.030755,-14295,-4559,-6740.0,-4689,,1,1,1,1,0,0,Drivers,4.0,2,2,MONDAY,22,0,0,0,1,1,0,Business Entity Type 3,,0.4426129355342198,0.7121551551910698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1944.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
282571,427305,0,Cash loans,F,Y,Y,0,157500.0,550980.0,35343.0,450000.0,Unaccompanied,Commercial associate,Higher education,Widow,House / apartment,0.010147,-15281,-2115,-6725.0,-4976,1.0,1,1,0,1,0,1,Sales staff,1.0,2,2,TUESDAY,17,0,0,0,0,1,1,Self-employed,0.5616633387365506,0.5090977935724867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-278.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
83570,196927,0,Cash loans,F,N,Y,0,99000.0,1026000.0,29997.0,1026000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0196889999999999,-17998,-4279,-5473.0,-1487,,1,1,0,1,1,0,High skill tech staff,2.0,2,2,MONDAY,15,0,0,0,0,0,0,Government,,0.2789448429340865,0.6801388218428291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-2247.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
227036,362976,0,Cash loans,F,N,N,0,180000.0,971280.0,54364.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-10219,-2331,-167.0,-2136,,1,1,0,1,0,0,,2.0,2,2,TUESDAY,11,0,0,0,0,0,0,Services,0.4506691894796724,0.6454034618680502,0.6971469077844458,0.0619,,0.9796,,,,0.1379,0.1667,,0.0339,,0.054,,,0.063,,0.9796,,,,0.1379,0.1667,,0.0347,,0.0563,,,0.0625,,0.9796,,,,0.1379,0.1667,,0.0345,,0.055,,,,block of flats,0.0425,Panel,No,0.0,0.0,0.0,0.0,-1671.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
203838,336315,1,Cash loans,M,N,Y,0,99000.0,136287.0,10044.0,103500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.019101,-20404,-2585,-5300.0,-3338,,1,1,0,1,0,0,,2.0,2,2,THURSDAY,11,0,0,0,0,1,1,Self-employed,0.517747309935808,0.624197022107929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-499.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
178449,306783,0,Cash loans,F,N,Y,1,112500.0,420718.5,21609.0,319500.0,"Spouse, partner",Commercial associate,Higher education,Married,House / apartment,0.01885,-12746,-717,-2678.0,-3275,,1,1,0,1,1,0,Sales staff,3.0,2,2,MONDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.214769967568434,0.6075461766137846,0.746300213050371,0.132,0.0783,0.9762,,,,0.2759,0.1667,,0.1171,,0.0669,,0.1471,0.1345,0.0812,0.9762,,,,0.2759,0.1667,,0.1197,,0.0697,,0.1557,0.1332,0.0783,0.9762,,,,0.2759,0.1667,,0.1191,,0.0681,,0.1502,,block of flats,0.08,"Stone, brick",No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
159275,284646,0,Cash loans,F,N,Y,1,112500.0,288873.0,10890.0,238500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.010147,-12384,-1053,-9083.0,-999,,1,1,0,1,0,0,Medicine staff,3.0,2,2,TUESDAY,12,0,0,0,0,0,0,Medicine,0.6284748273539105,0.7580423274426845,0.6925590674998008,0.1113,0.0893,0.9876,0.83,0.0252,0.12,0.1034,0.3333,0.375,0.0827,0.0908,0.114,0.0,0.0137,0.1134,0.0927,0.9876,0.8367,0.0254,0.1208,0.1034,0.3333,0.375,0.0846,0.0992,0.1188,0.0,0.0145,0.1124,0.0893,0.9876,0.8323,0.0253,0.12,0.1034,0.3333,0.375,0.0841,0.0923,0.116,0.0,0.014,reg oper account,block of flats,0.0897,Panel,No,0.0,0.0,0.0,0.0,-2539.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0
149683,273537,0,Cash loans,M,N,Y,1,225000.0,781920.0,61906.5,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Rented apartment,0.018029,-12023,-986,-2753.0,-2760,,1,1,0,1,0,0,Managers,3.0,3,3,THURSDAY,9,0,0,0,0,0,0,Self-employed,,0.6147538911956172,0.172495466777331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
74322,186194,0,Cash loans,M,Y,N,0,135000.0,47970.0,5166.0,45000.0,Unaccompanied,Working,Incomplete higher,Civil marriage,House / apartment,0.003813,-8993,-1637,-3592.0,-1607,12.0,1,1,1,1,0,0,Drivers,2.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Business Entity Type 3,0.0910217253775999,0.5635802371143841,0.4507472818545589,0.0113,,0.9876,,,0.0,0.069,0.0417,,,,0.0135,,,0.0116,,0.9876,,,0.0,0.069,0.0417,,,,0.014,,,0.0115,,0.9876,,,0.0,0.069,0.0417,,,,0.0137,,,,block of flats,0.012,"Stone, brick",No,0.0,0.0,0.0,0.0,-166.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
266032,408177,0,Cash loans,F,N,Y,0,54000.0,1045854.0,30577.5,873000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.031329,-22249,365243,-15252.0,-1145,,1,0,0,1,1,0,,2.0,2,2,THURSDAY,8,0,0,0,0,0,0,XNA,0.7987851457923731,0.6283070142138454,0.7281412993111438,0.066,0.0039,0.9727,0.626,0.0018,0.0,0.1379,0.125,0.1667,0.0757,0.0538,0.0497,0.0,0.0,0.0672,0.0041,0.9727,0.6406,0.0018,0.0,0.1379,0.125,0.1667,0.0775,0.0588,0.0517,0.0,0.0,0.0666,0.0039,0.9727,0.631,0.0018,0.0,0.1379,0.125,0.1667,0.0771,0.0547,0.0506,0.0,0.0,reg oper account,block of flats,0.0391,"Stone, brick",No,0.0,0.0,0.0,0.0,-1072.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,7.0
270797,413918,0,Cash loans,F,Y,N,2,202500.0,592560.0,40216.5,450000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.035792,-13707,-2536,-6537.0,-3151,7.0,1,1,0,1,0,0,Core staff,4.0,2,2,THURSDAY,12,0,0,0,0,0,0,Police,,0.7695796309010323,0.6347055309763198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-1774.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
299228,446650,0,Cash loans,M,Y,Y,1,225000.0,640080.0,31261.5,450000.0,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,0.0038179999999999,-9926,-427,-151.0,-2482,0.0,1,1,0,1,0,0,Core staff,3.0,2,2,TUESDAY,11,0,0,0,0,0,0,Self-employed,0.3488068264873556,0.6857937161147298,0.1491674613233488,0.1237,0.1227,0.9816,0.7484,0.0,0.0,0.2069,0.1667,0.2083,0.0237,0.1009,0.1116,0.0,0.0,0.1261,0.1274,0.9816,0.7583,0.0,0.0,0.2069,0.1667,0.2083,0.0242,0.1102,0.1163,0.0,0.0,0.1249,0.1227,0.9816,0.7518,0.0,0.0,0.2069,0.1667,0.2083,0.0241,0.1026,0.1136,0.0,0.0,reg oper account,block of flats,0.0878,Block,No,2.0,1.0,2.0,0.0,-88.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
271531,414788,0,Cash loans,F,Y,Y,2,193500.0,843088.5,43177.5,670500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.005313,-10535,-1716,-10535.0,-3076,16.0,1,1,0,1,0,0,Core staff,4.0,2,2,FRIDAY,14,0,0,0,0,0,0,Agriculture,,0.5807827753033573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,-485.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
170596,297714,0,Cash loans,F,N,Y,0,135000.0,582228.0,22689.0,486000.0,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,0.030755,-20379,-4772,-11674.0,-3656,,1,1,0,1,0,0,Core staff,2.0,2,2,THURSDAY,13,0,0,0,0,1,1,Government,,0.6536467203783061,0.6075573001388961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-463.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
100871,217116,0,Cash loans,F,N,Y,0,81000.0,112500.0,7960.5,112500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-14406,-1842,-1792.0,-4336,,1,1,1,1,1,0,,2.0,2,2,FRIDAY,13,0,0,0,0,0,0,Government,,0.3861563909745619,0.6594055320683344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
7148,108319,0,Cash loans,F,Y,Y,1,103500.0,922266.0,39204.0,810000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.009175,-14660,-408,-1613.0,-2144,11.0,1,1,1,1,1,0,Laborers,3.0,2,2,MONDAY,19,0,0,0,0,1,1,Self-employed,,0.7912227860792789,,0.1124,0.108,0.9826,,,0.12,0.1034,0.3333,,0.0504,,0.1166,,0.0,0.1145,0.1121,0.9826,,,0.1208,0.1034,0.3333,,0.0515,,0.1215,,0.0,0.1135,0.108,0.9826,,,0.12,0.1034,0.3333,,0.0513,,0.1187,,0.0,,block of flats,0.104,Panel,No,1.0,0.0,1.0,0.0,-727.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
